"","Sub.Question","Question","Response","Freq","Percent","Count","Type"
"1229","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","5:  Agree strongly",306,15.3,7,"Likert"
"1230","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","2:  Somewhat disagree",291,14.55,7,"Likert"
"1231","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","7:  Don't know",288,14.4,7,"Likert"
"1232","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","1: Disagree strongly",292,14.6,7,"Likert"
"1233","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","4:  Somewhat agree",278,13.9,7,"Likert"
"1234","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","3:  Neither agree nor disagree",258,12.9,7,"Likert"
"1235","Someone in my household is usually willing to help and show others how to use new technologies and applications.","400.3 - Household capacities - Someone in my household is usually willing to help and show others how to use new technologies and applications.","6:  Not applicable (NA)",287,14.35,7,"Likert"
"1236","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","6:  Not applicable (NA)",270,13.5,7,"Likert"
"1237","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","2:  Somewhat disagree",299,14.95,7,"Likert"
"1238","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","4:  Somewhat agree",297,14.85,7,"Likert"
"1239","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","1: Disagree strongly",267,13.35,7,"Likert"
"1240","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","5:  Agree strongly",297,14.85,7,"Likert"
"1241","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","3:  Neither agree nor disagree",314,15.7,7,"Likert"
"1242","Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","401.1 - Neighbourhood capacities - Someone in my neighbourhood is usually able to help others with common technical tasks, like installing apps, paying bills online, setup email and calendars, back up devices, and so on.","7:  Don't know",256,12.8,7,"Likert"
"1243","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","7:  Don't know",283,14.15,7,"Likert"
"1244","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","6:  Several times per day",284,14.2,7,"Likert"
"1245","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","3:  Monthly",267,13.35,7,"Likert"
"1246","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","4:  Weekly",286,14.3,7,"Likert"
"1248","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","2:  Less than Once a Month",294,14.7,7,"Likert"
"1249","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","1: Never",289,14.45,7,"Likert"
"1251","Someone whose job it is to give advice over the internet","433.7 - Other sources of information on internet safety - Someone whose job it is to give advice over the internet","5:  Daily",297,14.85,7,"Likert"
"1279","Staying in touch with friends","430.1 - Keeping in touch - Staying in touch with friends","4:  Extremely important",509,25.45,4,"Likert"
"1280","Staying in touch with friends","430.1 - Keeping in touch - Staying in touch with friends","2:  A little important",516,25.8,4,"Likert"
"1281","Staying in touch with friends","430.1 - Keeping in touch - Staying in touch with friends","3:  Fairly important",490,24.5,4,"Likert"
"1282","Staying in touch with friends","430.1 - Keeping in touch - Staying in touch with friends","1: Not important at all",485,24.25,4,"Likert"
"1284","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","1: Never",306,15.3,7,"Likert"
"1285","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","3:  Monthly",285,14.25,7,"Likert"
"1287","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","4:  Weekly",288,14.4,7,"Likert"
"1288","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","6:  Several times per day",283,14.15,7,"Likert"
"1289","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","7:  Don't know",292,14.6,7,"Likert"
"1290","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","2:  Less than Once a Month",262,13.1,7,"Likert"
"1292","Suggested ways to behave towards other people on the internet","432.5 - Peer mediation - Suggested ways to behave towards other people on the internet","5:  Daily",284,14.2,7,"Likert"
"1293","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","3:  Monthly",288,14.4,7,"Likert"
"1295","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","2:  Less than Once a Month",281,14.05,7,"Likert"
"1296","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","5:  Daily",298,14.9,7,"Likert"
"1297","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","1: Never",265,13.25,7,"Likert"
"1299","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","4:  Weekly",280,14,7,"Likert"
"1300","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","6:  Several times per day",283,14.15,7,"Likert"
"1302","Suggested ways to use the internet safely","432.2 - Peer mediation - Suggested ways to use the internet safely","7:  Don't know",305,15.25,7,"Likert"
"1309","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","3:  Monthly",306,15.3,7,"Likert"
"1310","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","6:  Several times per day",274,13.7,7,"Likert"
"1311","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","5:  Daily",312,15.6,7,"Likert"
"1312","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","4:  Weekly",268,13.4,7,"Likert"
"1313","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","7:  Don't know",290,14.5,7,"Likert"
"1314","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","1: Never",281,14.05,7,"Likert"
"1315","Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","343.3 - Using the Internet to stay in touch - Talk to family or friends who live further away (e.g. via skype, whatsapp, or email)","2:  Less than Once a Month",269,13.45,7,"Likert"
"1316","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","7:  Don't know",271,13.55,7,"Likert"
"1317","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","5:  Daily",291,14.55,7,"Likert"
"1318","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","3:  Monthly",281,14.05,7,"Likert"
"1319","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","2:  Less than Once a Month",289,14.45,7,"Likert"
"1320","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","4:  Weekly",287,14.35,7,"Likert"
"1321","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","6:  Several times per day",294,14.7,7,"Likert"
"1322","Talk to others about the price of a product (e.g. on a forum or online chat)","328.2 - Buying and Selling - Talk to others about the price of a product (e.g. on a forum or online chat)","1: Never",287,14.35,7,"Likert"
"1323","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","4:  Weekly",290,14.5,7,"Likert"
"1324","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","6:  Several times per day",296,14.8,7,"Likert"
"1325","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","3:  Monthly",281,14.05,7,"Likert"
"1326","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","7:  Don't know",284,14.2,7,"Likert"
"1327","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","2:  Less than Once a Month",290,14.5,7,"Likert"
"1328","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","1: Never",279,13.95,7,"Likert"
"1329","Talk to others about your lifestyle","355.2 - Leisure - Talk to others about your lifestyle","5:  Daily",280,14,7,"Likert"
"1330","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","3:  Monthly",293,14.65,7,"Likert"
"1331","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","5:  Daily",284,14.2,7,"Likert"
"1332","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","6:  Several times per day",294,14.7,7,"Likert"
"1333","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","4:  Weekly",276,13.8,7,"Likert"
"1334","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","1: Never",300,15,7,"Likert"
"1335","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","2:  Less than Once a Month",270,13.5,7,"Likert"
"1336","Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","7:  Don't know",283,14.15,7,"Likert"
"1337","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","4:  Weekly",283,14.15,7,"Likert"
"1338","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","5:  Daily",280,14,7,"Likert"
"1339","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","6:  Several times per day",284,14.2,7,"Likert"
"1340","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","7:  Don't know",309,15.45,7,"Likert"
"1341","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","3:  Monthly",306,15.3,7,"Likert"
"1342","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","2:  Less than Once a Month",263,13.15,7,"Likert"
"1343","Talk to others online about jobortunities (e.g. email, social networking site, or forum)","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","1: Never",275,13.75,7,"Likert"
"1344","Teacher","433.2 - Other sources of information on internet safety - Teacher","1: Never",289,14.45,7,"Likert"
"1345","Teacher","433.2 - Other sources of information on internet safety - Teacher","4:  Weekly",276,13.8,7,"Likert"
"1346","Teacher","433.2 - Other sources of information on internet safety - Teacher","7:  Don't know",271,13.55,7,"Likert"
"1347","Teacher","433.2 - Other sources of information on internet safety - Teacher","2:  Less than Once a Month",294,14.7,7,"Likert"
"1348","Teacher","433.2 - Other sources of information on internet safety - Teacher","6:  Several times per day",275,13.75,7,"Likert"
"1349","Teacher","433.2 - Other sources of information on internet safety - Teacher","3:  Monthly",298,14.9,7,"Likert"
"1350","Teacher","433.2 - Other sources of information on internet safety - Teacher","5:  Daily",297,14.85,7,"Likert"
"1353","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","4:  Somewhat agree",309,15.45,7,"Likert"
"1354","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","3:  Neither agree nor disagree",295,14.75,7,"Likert"
"1355","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","2:  Somewhat disagree",265,13.25,7,"Likert"
"1356","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","5:  Agree strongly",281,14.05,7,"Likert"
"1357","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","7:  Don't know",284,14.2,7,"Likert"
"1358","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","1: Disagree strongly",278,13.9,7,"Likert"
"1359","Technology companies need to do more to make sure their products do not damage the environment.","429.5 - Attitudes towards technology - Technology companies need to do more to make sure their products do not damage the environment.","6:  Not applicable (NA)",288,14.4,7,"Likert"
"1361","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","3:  Monthly",269,13.45,7,"Likert"
"1362","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","1: Never",317,15.85,7,"Likert"
"1364","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","5:  Daily",259,12.95,7,"Likert"
"1365","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","6:  Several times per day",294,14.7,7,"Likert"
"1366","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","2:  Less than Once a Month",278,13.9,7,"Likert"
"1367","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","7:  Don't know",283,14.15,7,"Likert"
"1368","Television, radio, newspapers or magazines","433.9 - Other sources of information on internet safety - Television, radio, newspapers or magazines","4:  Weekly",300,15,7,"Likert"
"1373","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","3:  Neither agree nor disagree",295,14.75,7,"Likert"
"1374","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","5:  Agree strongly",316,15.8,7,"Likert"
"1375","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","2:  Somewhat disagree",277,13.85,7,"Likert"
"1376","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","6:  Not applicable (NA)",265,13.25,7,"Likert"
"1377","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","7:  Don't know",289,14.45,7,"Likert"
"1378","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","1: Disagree strongly",282,14.1,7,"Likert"
"1379","The things I came across on the internet made me think about the differences between men and women","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","4:  Somewhat agree",276,13.8,7,"Likert"
"1382","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","2:  Somewhat disagree",271,13.55,7,"Likert"
"1383","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","5:  Agree strongly",290,14.5,7,"Likert"
"1384","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","4:  Somewhat agree",289,14.45,7,"Likert"
"1385","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","6:  Not applicable (NA)",277,13.85,7,"Likert"
"1386","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","7:  Don't know",294,14.7,7,"Likert"
"1387","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","3:  Neither agree nor disagree",285,14.25,7,"Likert"
"1388","Through the internet I found people of a similar age that share my interests","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","1: Disagree strongly",294,14.7,7,"Likert"
"1389","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","3:  Neither agree nor disagree",272,13.6,7,"Likert"
"1390","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","6:  Not applicable (NA)",269,13.45,7,"Likert"
"1391","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","5:  Agree strongly",297,14.85,7,"Likert"
"1392","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","1: Disagree strongly",288,14.4,7,"Likert"
"1393","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","7:  Don't know",286,14.3,7,"Likert"
"1394","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","4:  Somewhat agree",310,15.5,7,"Likert"
"1395","Through the Internet I learned new things about my ethnic group","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","2:  Somewhat disagree",278,13.9,7,"Likert"
"1396","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","2:  Somewhat disagree",288,14.4,7,"Likert"
"1397","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","1: Disagree strongly",246,12.3,7,"Likert"
"1398","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","5:  Agree strongly",288,14.4,7,"Likert"
"1399","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","7:  Don't know",287,14.35,7,"Likert"
"1400","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","3:  Neither agree nor disagree",282,14.1,7,"Likert"
"1401","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","6:  Not applicable (NA)",302,15.1,7,"Likert"
"1402","Through the Internet I learned new things about other ethnic groups","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","4:  Somewhat agree",307,15.35,7,"Likert"
"1403","To go online, I rely upon help from other government or community services","288.3 - Approach to online communication - To go online, I rely upon help from other government or community services","2:  Agree",394,19.7,5,"Likert"
"1404","To go online, I rely upon help from other government or community services","288.3 - Approach to online communication - To go online, I rely upon help from other government or community services","4:  Disagree",438,21.9,5,"Likert"
"1405","To go online, I rely upon help from other government or community services","288.3 - Approach to online communication - To go online, I rely upon help from other government or community services","1: Strongly Agree",430,21.5,5,"Likert"
"1406","To go online, I rely upon help from other government or community services","288.3 - Approach to online communication - To go online, I rely upon help from other government or community services","5:  Strongly Disagree",375,18.75,5,"Likert"
"1407","To go online, I rely upon help from other government or community services","288.3 - Approach to online communication - To go online, I rely upon help from other government or community services","3:  Neither Agree nor Disagree",363,18.15,5,"Likert"
"1408","To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","288.2 - Approach to online communication - To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","4:  Disagree",375,18.75,5,"Likert"
"1409","To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","288.2 - Approach to online communication - To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","2:  Agree",376,18.8,5,"Likert"
"1410","To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","288.2 - Approach to online communication - To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","5:  Strongly Disagree",406,20.3,5,"Likert"
"1411","To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","288.2 - Approach to online communication - To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","1: Strongly Agree",421,21.05,5,"Likert"
"1412","To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","288.2 - Approach to online communication - To go online, I rely upon help from people with technical skills at my library, community hub, school or local businesses","3:  Neither Agree nor Disagree",422,21.1,5,"Likert"
"1419","Upload images videos or music onto social media","431.23 - Competencies with digital life - Upload images videos or music onto social media","2:  Easy",322,16.1,6,"Likert"
"1420","Upload images videos or music onto social media","431.23 - Competencies with digital life - Upload images videos or music onto social media","4:  Difficult",353,17.65,6,"Likert"
"1421","Upload images videos or music onto social media","431.23 - Competencies with digital life - Upload images videos or music onto social media","6:  Don't know",345,17.25,6,"Likert"
"1422","Upload images videos or music onto social media","431.23 - Competencies with digital life - Upload images videos or music onto social media","3:  Neither easy nor difficult",342,17.1,6,"Likert"
"1423","Upload images videos or music onto social media","431.23 - Competencies with digital life - Upload images videos or music onto social media","1: Very easy",299,14.95,6,"Likert"
"1424","Upload images videos or music onto social media","431.23 - Competencies with digital life - Upload images videos or music onto social media","5:  Very difficult",339,16.95,6,"Likert"
"1425","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","7:  Don't know",289,14.45,7,"Likert"
"1426","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","3:  Monthly",292,14.6,7,"Likert"
"1427","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","4:  Weekly",297,14.85,7,"Likert"
"1428","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","5:  Daily",279,13.95,7,"Likert"
"1429","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","2:  Less than Once a Month",272,13.6,7,"Likert"
"1430","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","1: Never",283,14.15,7,"Likert"
"1431","Upload pictures of yourself","340.6 - Entertainment - Upload pictures of yourself","6:  Several times per day",288,14.4,7,"Likert"
"1432","Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","431.18 - Competencies with digital life - Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","1: Very easy",303,15.15,6,"Likert"
"1433","Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","431.18 - Competencies with digital life - Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","3:  Neither easy nor difficult",356,17.8,6,"Likert"
"1434","Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","431.18 - Competencies with digital life - Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","4:  Difficult",326,16.3,6,"Likert"
"1435","Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","431.18 - Competencies with digital life - Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","2:  Easy",357,17.85,6,"Likert"
"1436","Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","431.18 - Competencies with digital life - Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","5:  Very difficult",339,16.95,6,"Likert"
"1437","Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","431.18 - Competencies with digital life - Use 'report abuse' buttons (e.g. the button you can use when you want to report an un-authorised usage of your picture)","6:  Don't know",319,15.95,6,"Likert"
"1438","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","7:  Don't know",264,13.2,7,"Likert"
"1439","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","6:  Several times per day",271,13.55,7,"Likert"
"1440","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","4:  Weekly",294,14.7,7,"Likert"
"1441","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","2:  Less than Once a Month",289,14.45,7,"Likert"
"1442","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","1: Never",283,14.15,7,"Likert"
"1443","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","3:  Monthly",314,15.7,7,"Likert"
"1444","Use exercise or nutrition programs / apps","352.3 - Health - Use exercise or nutrition programs / apps","5:  Daily",285,14.25,7,"Likert"
"1445","Used a camera for video communication (e.g. Skype, Facetime)","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","6:  Don't know",347,17.35,6,"Likert"
"1446","Used a camera for video communication (e.g. Skype, Facetime)","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","2:  Daily or almost daily",343,17.15,6,"Likert"
"1447","Used a camera for video communication (e.g. Skype, Facetime)","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","4:  Less often",331,16.55,6,"Likert"
"1448","Used a camera for video communication (e.g. Skype, Facetime)","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","1: Several times each day",323,16.15,6,"Likert"
"1449","Used a camera for video communication (e.g. Skype, Facetime)","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","5:  Never",317,15.85,6,"Likert"
"1450","Used a camera for video communication (e.g. Skype, Facetime)","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","3:  At least every week",339,16.95,6,"Likert"
